TIC_ID,n_sectors,sector_list
319167255,0,[]
460000589,6,"[np.int64(24), np.int64(25), np.int64(26), np.int64(51), np.int64(52), np.int64(53)]"
286377115,3,"[np.int64(25), np.int64(52), np.int64(79)]"
903378278,1,[np.int64(22)]
400231203,5,"[np.int64(25), np.int64(26), np.int64(52), np.int64(53), np.int64(79)]"
18231597,6,"[np.int64(25), np.int64(26), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
368260348,1,[np.int64(26)]
43790244,5,"[np.int64(26), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
99297800,2,"[np.int64(22), np.int64(49)]"
18116966,5,"[np.int64(25), np.int64(26), np.int64(52), np.int64(53), np.int64(79)]"
1400932254,39,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(57), np.int64(60), np.int64(59), np.int64(58), np.int64(54), np.int64(53), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(73), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(77), np.int64(78), np.int64(85), np.int64(76), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
39304744,6,"[np.int64(25), np.int64(26), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
142946308,6,"[np.int64(14), np.int64(15), np.int64(21), np.int64(41), np.int64(47), np.int64(48)]"
397432966,3,"[np.int64(46), np.int64(49), np.int64(72)]"
141201605,3,"[np.int64(22), np.int64(49), np.int64(76)]"
400150498,0,[]
229686929,42,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(53), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(85), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(77), np.int64(78), np.int64(76), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
383553764,12,"[np.int64(19), np.int64(20), np.int64(25), np.int64(40), np.int64(47), np.int64(52), np.int64(53), np.int64(59), np.int64(60), np.int64(73), np.int64(79), np.int64(86)]"
441804568,39,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(26), np.int64(24), np.int64(25), np.int64(21), np.int64(22), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(54), np.int64(53), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(73), np.int64(84), np.int64(82), np.int64(81), np.int64(80), np.int64(79), np.int64(76), np.int64(77), np.int64(85), np.int64(75), np.int64(74), np.int64(78), np.int64(86)]"
462666639,5,"[np.int64(25), np.int64(26), np.int64(52), np.int64(53), np.int64(79)]"
441801208,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(26), np.int64(24), np.int64(25), np.int64(21), np.int64(22), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(53), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(85), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(76), np.int64(78), np.int64(77), np.int64(75), np.int64(74), np.int64(80), np.int64(86)]"
471011992,1,[np.int64(79)]
277626906,0,[]
361299966,0,[]
141266294,2,"[np.int64(22), np.int64(49)]"
298610959,5,"[np.int64(26), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
366700717,2,"[np.int64(46), np.int64(49)]"
4739075,2,"[np.int64(22), np.int64(49)]"
460067868,5,"[np.int64(26), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
1506644702,4,"[np.int64(26), np.int64(53), np.int64(79), np.int64(80)]"
1401023908,9,"[np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26)]"
193676374,2,"[np.int64(25), np.int64(26)]"
308175494,3,"[np.int64(52), np.int64(79), np.int64(80)]"
154841643,14,"[np.int64(14), np.int64(19), np.int64(20), np.int64(26), np.int64(40), np.int64(47), np.int64(52), np.int64(53), np.int64(59), np.int64(60), np.int64(73), np.int64(74), np.int64(79), np.int64(86)]"
135086433,2,"[np.int64(22), np.int64(49)]"
397558463,2,"[np.int64(46), np.int64(49)]"
397558535,3,"[np.int64(46), np.int64(49), np.int64(72)]"
224292240,6,"[np.int64(15), np.int64(21), np.int64(22), np.int64(41), np.int64(48), np.int64(75)]"
356227278,13,"[np.int64(14), np.int64(40), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(58), np.int64(74), np.int64(78), np.int64(79), np.int64(80), np.int64(81), np.int64(85)]"
441813918,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(57), np.int64(60), np.int64(59), np.int64(58), np.int64(55), np.int64(51), np.int64(52), np.int64(50), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(84), np.int64(82), np.int64(81), np.int64(80), np.int64(79), np.int64(76), np.int64(77), np.int64(75), np.int64(74), np.int64(85), np.int64(78), np.int64(86)]"
22129510,6,"[np.int64(26), np.int64(40), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
164305613,9,"[np.int64(25), np.int64(26), np.int64(40), np.int64(51), np.int64(52), np.int64(53), np.int64(78), np.int64(79), np.int64(80)]"
277498033,1,[np.int64(80)]
156200902,4,"[np.int64(14), np.int64(20), np.int64(21), np.int64(26)]"
335868522,1,[np.int64(49)]
356702180,2,"[np.int64(22), np.int64(49)]"
154475006,10,"[np.int64(14), np.int64(20), np.int64(21), np.int64(40), np.int64(41), np.int64(47), np.int64(48), np.int64(60), np.int64(74), np.int64(75)]"
233075235,30,"[np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(26), np.int64(41), np.int64(58), np.int64(57), np.int64(56), np.int64(55), np.int64(52), np.int64(51), np.int64(49), np.int64(48), np.int64(53), np.int64(84), np.int64(75), np.int64(76), np.int64(77), np.int64(78), np.int64(79), np.int64(80), np.int64(81), np.int64(83), np.int64(85)]"
62916034,1,[np.int64(80)]
383625443,10,"[np.int64(25), np.int64(26), np.int64(40), np.int64(52), np.int64(53), np.int64(54), np.int64(74), np.int64(79), np.int64(80), np.int64(81)]"
328861895,2,"[np.int64(22), np.int64(49)]"
284568250,3,"[np.int64(22), np.int64(49), np.int64(76)]"
328862718,2,"[np.int64(22), np.int64(49)]"
328862817,2,"[np.int64(22), np.int64(49)]"
356698353,2,"[np.int64(22), np.int64(49)]"
356702187,2,"[np.int64(22), np.int64(49)]"
391368040,1,[np.int64(80)]
44260670,4,"[np.int64(26), np.int64(53), np.int64(79), np.int64(80)]"
116126593,5,"[np.int64(40), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
285117481,2,"[np.int64(22), np.int64(49)]"
288468229,27,"[np.int64(14), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(40), np.int64(41), np.int64(47), np.int64(60), np.int64(59), np.int64(55), np.int64(54), np.int64(53), np.int64(52), np.int64(51), np.int64(48), np.int64(73), np.int64(74), np.int64(75), np.int64(78), np.int64(79), np.int64(80), np.int64(81), np.int64(85), np.int64(86)]"
296081957,3,"[np.int64(26), np.int64(40), np.int64(53)]"
233089202,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(26), np.int64(24), np.int64(25), np.int64(21), np.int64(22), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(54), np.int64(53), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(73), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(76), np.int64(78), np.int64(77), np.int64(85), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
328961385,2,"[np.int64(22), np.int64(49)]"
393800697,2,"[np.int64(22), np.int64(49)]"
393808058,2,"[np.int64(22), np.int64(49)]"
382768604,1,[np.int64(80)]
22333801,4,"[np.int64(40), np.int64(53), np.int64(79), np.int64(80)]"
320587829,4,"[np.int64(40), np.int64(53), np.int64(79), np.int64(80)]"
10219457,3,"[np.int64(22), np.int64(49), np.int64(76)]"
75784209,9,"[np.int64(25), np.int64(26), np.int64(40), np.int64(52), np.int64(53), np.int64(54), np.int64(74), np.int64(79), np.int64(80)]"
284062977,1,[np.int64(49)]
284063057,2,"[np.int64(22), np.int64(49)]"
18391127,1,[np.int64(80)]
180762527,5,"[np.int64(26), np.int64(40), np.int64(53), np.int64(79), np.int64(80)]"
393800464,2,"[np.int64(22), np.int64(49)]"
393801527,2,"[np.int64(22), np.int64(49)]"
446169305,2,"[np.int64(22), np.int64(49)]"
232625701,42,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(52), np.int64(53), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(77), np.int64(78), np.int64(76), np.int64(74), np.int64(85), np.int64(79), np.int64(86)]"
275371234,4,"[np.int64(26), np.int64(53), np.int64(79), np.int64(80)]"
159888150,5,"[np.int64(25), np.int64(26), np.int64(40), np.int64(52), np.int64(53)]"
317611868,1,[np.int64(80)]
423198305,5,"[np.int64(26), np.int64(40), np.int64(53), np.int64(74), np.int64(80)]"
233166726,8,"[np.int64(15), np.int64(21), np.int64(22), np.int64(41), np.int64(48), np.int64(49), np.int64(75), np.int64(76)]"
371610941,1,[np.int64(49)]
377298679,3,"[np.int64(23), np.int64(46), np.int64(91)]"
18517778,1,[np.int64(80)]
233121747,36,"[np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(55), np.int64(58), np.int64(57), np.int64(56), np.int64(53), np.int64(50), np.int64(51), np.int64(49), np.int64(48), np.int64(52), np.int64(73), np.int64(84), np.int64(75), np.int64(76), np.int64(77), np.int64(78), np.int64(79), np.int64(80), np.int64(81), np.int64(83), np.int64(85)]"
406755195,1,[np.int64(49)]
458445966,3,"[np.int64(22), np.int64(49), np.int64(76)]"
99303738,2,"[np.int64(22), np.int64(49)]"
148916489,8,"[np.int64(14), np.int64(15), np.int64(21), np.int64(41), np.int64(47), np.int64(48), np.int64(74), np.int64(75)]"
470673408,1,[np.int64(80)]
158752691,6,"[np.int64(26), np.int64(40), np.int64(52), np.int64(53), np.int64(79), np.int64(80)]"
393819751,2,"[np.int64(22), np.int64(49)]"
138975175,2,"[np.int64(22), np.int64(49)]"
154561824,10,"[np.int64(14), np.int64(15), np.int64(20), np.int64(21), np.int64(40), np.int64(41), np.int64(47), np.int64(48), np.int64(74), np.int64(75)]"
155251038,3,"[np.int64(22), np.int64(49), np.int64(76)]"
180923578,5,"[np.int64(26), np.int64(40), np.int64(53), np.int64(74), np.int64(80)]"
342059813,4,"[np.int64(26), np.int64(53), np.int64(79), np.int64(80)]"
158917706,4,"[np.int64(40), np.int64(53), np.int64(79), np.int64(80)]"
75726131,8,"[np.int64(25), np.int64(26), np.int64(40), np.int64(52), np.int64(53), np.int64(74), np.int64(79), np.int64(80)]"
950823027,3,"[np.int64(14), np.int64(21), np.int64(26)]"
160324545,10,"[np.int64(14), np.int64(19), np.int64(21), np.int64(26), np.int64(41), np.int64(47), np.int64(53), np.int64(59), np.int64(60), np.int64(74)]"
47579336,18,"[np.int64(14), np.int64(15), np.int64(25), np.int64(26), np.int64(40), np.int64(41), np.int64(59), np.int64(55), np.int64(54), np.int64(53), np.int64(52), np.int64(74), np.int64(75), np.int64(79), np.int64(80), np.int64(81), np.int64(82), np.int64(86)]"
389786845,3,"[np.int64(22), np.int64(49), np.int64(76)]"
24592444,1,[np.int64(80)]
390607705,1,[np.int64(23)]
390628792,3,"[np.int64(23), np.int64(46), np.int64(91)]"
1683329526,4,"[np.int64(26), np.int64(40), np.int64(53), np.int64(80)]"
229738635,39,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(26), np.int64(24), np.int64(25), np.int64(21), np.int64(22), np.int64(40), np.int64(41), np.int64(47), np.int64(55), np.int64(60), np.int64(59), np.int64(58), np.int64(56), np.int64(54), np.int64(53), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(73), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(79), np.int64(76), np.int64(77), np.int64(85), np.int64(75), np.int64(74), np.int64(78), np.int64(86)]"
320932914,4,"[np.int64(26), np.int64(40), np.int64(53), np.int64(80)]"
75938449,7,"[np.int64(26), np.int64(40), np.int64(52), np.int64(53), np.int64(74), np.int64(79), np.int64(80)]"
75946144,7,"[np.int64(26), np.int64(40), np.int64(52), np.int64(54), np.int64(74), np.int64(79), np.int64(80)]"
376607875,2,"[np.int64(22), np.int64(49)]"
462767818,3,"[np.int64(26), np.int64(40), np.int64(53)]"
5081741,2,"[np.int64(22), np.int64(49)]"
92043454,1,[np.int64(23)]
390646625,2,"[np.int64(23), np.int64(50)]"
389917323,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(55), np.int64(59), np.int64(58), np.int64(57), np.int64(56), np.int64(54), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(53), np.int64(73), np.int64(85), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(76), np.int64(78), np.int64(77), np.int64(75), np.int64(74), np.int64(80), np.int64(86)]"
180768897,4,"[np.int64(26), np.int64(40), np.int64(79), np.int64(80)]"
353988778,36,"[np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(25), np.int64(24), np.int64(26), np.int64(21), np.int64(22), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(53), np.int64(52), np.int64(51), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(85), np.int64(74), np.int64(75), np.int64(78), np.int64(79), np.int64(81), np.int64(82), np.int64(83), np.int64(84), np.int64(86)]"
236767893,36,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(26), np.int64(23), np.int64(24), np.int64(21), np.int64(22), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(58), np.int64(57), np.int64(54), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(53), np.int64(73), np.int64(84), np.int64(74), np.int64(75), np.int64(76), np.int64(77), np.int64(79), np.int64(80), np.int64(81), np.int64(82), np.int64(83), np.int64(85)]"
142276979,7,"[np.int64(14), np.int64(15), np.int64(21), np.int64(22), np.int64(48), np.int64(49), np.int64(75)]"
142277151,8,"[np.int64(15), np.int64(21), np.int64(22), np.int64(41), np.int64(48), np.int64(49), np.int64(75), np.int64(76)]"
156513671,2,"[np.int64(23), np.int64(49)]"
157852795,3,"[np.int64(14), np.int64(26), np.int64(54)]"
289456142,8,"[np.int64(14), np.int64(26), np.int64(40), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
383648251,38,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(26), np.int64(24), np.int64(25), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(53), np.int64(52), np.int64(51), np.int64(50), np.int64(48), np.int64(54), np.int64(73), np.int64(85), np.int64(84), np.int64(82), np.int64(81), np.int64(80), np.int64(76), np.int64(78), np.int64(77), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
414948132,0,[]
356822358,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(23), np.int64(21), np.int64(40), np.int64(41), np.int64(47), np.int64(60), np.int64(58), np.int64(57), np.int64(56), np.int64(55), np.int64(53), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(85), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(77), np.int64(78), np.int64(76), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
198485474,2,"[np.int64(23), np.int64(49)]"
1715683215,9,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
107074439,1,[np.int64(80)]
157587146,0,[]
289529699,9,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
342319296,4,"[np.int64(26), np.int64(40), np.int64(53), np.int64(80)]"
123130068,7,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(55)]"
68552876,7,"[np.int64(26), np.int64(40), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
471011800,5,"[np.int64(22), np.int64(48), np.int64(49), np.int64(75), np.int64(76)]"
411218105,3,"[np.int64(46), np.int64(50), np.int64(91)]"
142319244,9,"[np.int64(14), np.int64(15), np.int64(21), np.int64(22), np.int64(41), np.int64(48), np.int64(49), np.int64(75), np.int64(76)]"
198285529,2,"[np.int64(23), np.int64(49)]"
1715683214,1,[np.int64(26)]
336123628,9,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
123234496,9,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
48354645,11,"[np.int64(14), np.int64(15), np.int64(40), np.int64(41), np.int64(53), np.int64(55), np.int64(74), np.int64(75), np.int64(80), np.int64(81), np.int64(82)]"
102107669,1,[np.int64(80)]
165978900,3,"[np.int64(23), np.int64(49), np.int64(76)]"
150388948,7,"[np.int64(15), np.int64(16), np.int64(22), np.int64(48), np.int64(49), np.int64(75), np.int64(76)]"
471011802,1,[np.int64(22)]
1715686796,1,[np.int64(26)]
359123294,2,"[np.int64(23), np.int64(49)]"
371856179,2,"[np.int64(23), np.int64(49)]"
422275941,1,[np.int64(91)]
411256283,0,[]
235784135,4,"[np.int64(40), np.int64(53), np.int64(54), np.int64(80)]"
68673807,7,"[np.int64(14), np.int64(26), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
424391564,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(24), np.int64(25), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(55), np.int64(60), np.int64(58), np.int64(57), np.int64(56), np.int64(54), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(53), np.int64(73), np.int64(85), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(76), np.int64(79), np.int64(78), np.int64(75), np.int64(74), np.int64(80), np.int64(86)]"
93137389,1,[np.int64(80)]
357856397,4,"[np.int64(53), np.int64(54), np.int64(80), np.int64(81)]"
149565707,2,"[np.int64(23), np.int64(50)]"
229534764,7,"[np.int64(15), np.int64(16), np.int64(22), np.int64(48), np.int64(49), np.int64(75), np.int64(76)]"
157549721,2,"[np.int64(14), np.int64(26)]"
376926030,39,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(23), np.int64(21), np.int64(40), np.int64(41), np.int64(47), np.int64(60), np.int64(58), np.int64(57), np.int64(55), np.int64(54), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(53), np.int64(73), np.int64(85), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(76), np.int64(78), np.int64(77), np.int64(75), np.int64(74), np.int64(80), np.int64(86)]"
299000970,3,"[np.int64(53), np.int64(54), np.int64(80)]"
422290758,2,"[np.int64(23), np.int64(50)]"
350987178,9,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
147624120,7,"[np.int64(15), np.int64(16), np.int64(22), np.int64(48), np.int64(49), np.int64(75), np.int64(76)]"
371127111,1,[np.int64(80)]
233623612,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(52), np.int64(53), np.int64(51), np.int64(50), np.int64(48), np.int64(54), np.int64(73), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(78), np.int64(79), np.int64(75), np.int64(74), np.int64(85), np.int64(80), np.int64(86)]"
166050407,3,"[np.int64(23), np.int64(49), np.int64(76)]"
359676790,41,"[np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(24), np.int64(25), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(55), np.int64(60), np.int64(59), np.int64(57), np.int64(56), np.int64(54), np.int64(53), np.int64(52), np.int64(51), np.int64(50), np.int64(49), np.int64(48), np.int64(73), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(77), np.int64(78), np.int64(85), np.int64(76), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
336123695,9,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
138128530,2,"[np.int64(23), np.int64(50)]"
366347973,3,"[np.int64(54), np.int64(80), np.int64(81)]"
445070560,2,"[np.int64(23), np.int64(49)]"
28570546,7,"[np.int64(14), np.int64(26), np.int64(40), np.int64(53), np.int64(54), np.int64(74), np.int64(81)]"
164998949,12,"[np.int64(14), np.int64(15), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(55), np.int64(74), np.int64(75), np.int64(80), np.int64(81), np.int64(82)]"
120495825,9,"[np.int64(14), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(75), np.int64(80), np.int64(81)]"
138172859,2,"[np.int64(23), np.int64(50)]"
180608094,3,"[np.int64(22), np.int64(23), np.int64(76)]"
373765355,2,"[np.int64(23), np.int64(50)]"
313452324,8,"[np.int64(14), np.int64(15), np.int64(20), np.int64(22), np.int64(40), np.int64(47), np.int64(74), np.int64(75)]"
445074164,2,"[np.int64(23), np.int64(50)]"
154905855,14,"[np.int64(14), np.int64(19), np.int64(20), np.int64(21), np.int64(26), np.int64(40), np.int64(41), np.int64(47), np.int64(53), np.int64(59), np.int64(73), np.int64(74), np.int64(79), np.int64(86)]"
180627122,4,"[np.int64(22), np.int64(23), np.int64(49), np.int64(76)]"
198022911,1,[np.int64(54)]
1790151036,1,[np.int64(54)]
282793942,1,[np.int64(50)]
298896144,11,"[np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(55), np.int64(74), np.int64(75), np.int64(80), np.int64(81), np.int64(82)]"
105617796,3,"[np.int64(23), np.int64(49), np.int64(76)]"
30059300,6,"[np.int64(14), np.int64(40), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
353269016,4,"[np.int64(14), np.int64(40), np.int64(54), np.int64(80)]"
950406351,1,[np.int64(49)]
27112055,2,"[np.int64(23), np.int64(50)]"
42551532,8,"[np.int64(14), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
420223526,4,"[np.int64(40), np.int64(54), np.int64(80), np.int64(81)]"
399916610,16,"[np.int64(15), np.int64(26), np.int64(40), np.int64(41), np.int64(53), np.int64(54), np.int64(55), np.int64(56), np.int64(73), np.int64(74), np.int64(75), np.int64(76), np.int64(80), np.int64(81), np.int64(82), np.int64(83)]"
235682463,39,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(57), np.int64(55), np.int64(51), np.int64(53), np.int64(50), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(83), np.int64(74), np.int64(75), np.int64(76), np.int64(77), np.int64(78), np.int64(79), np.int64(80), np.int64(81), np.int64(84)]"
299219710,10,"[np.int64(14), np.int64(15), np.int64(53), np.int64(54), np.int64(55), np.int64(74), np.int64(75), np.int64(80), np.int64(81), np.int64(82)]"
284359245,36,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(26), np.int64(24), np.int64(22), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(57), np.int64(60), np.int64(59), np.int64(58), np.int64(55), np.int64(54), np.int64(53), np.int64(52), np.int64(50), np.int64(49), np.int64(73), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(77), np.int64(85), np.int64(76), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
258873063,40,"[np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(26), np.int64(25), np.int64(24), np.int64(22), np.int64(21), np.int64(23), np.int64(40), np.int64(41), np.int64(47), np.int64(56), np.int64(60), np.int64(59), np.int64(58), np.int64(55), np.int64(53), np.int64(52), np.int64(51), np.int64(49), np.int64(48), np.int64(54), np.int64(73), np.int64(85), np.int64(84), np.int64(83), np.int64(82), np.int64(81), np.int64(80), np.int64(77), np.int64(78), np.int64(76), np.int64(75), np.int64(74), np.int64(79), np.int64(86)]"
227271980,1,[np.int64(80)]
393713801,2,"[np.int64(23), np.int64(91)]"
1002819611,1,[np.int64(23)]
159190000,5,"[np.int64(15), np.int64(16), np.int64(22), np.int64(49), np.int64(76)]"
227271997,1,[np.int64(80)]
349108556,4,"[np.int64(40), np.int64(53), np.int64(54), np.int64(80)]"
407330598,5,"[np.int64(14), np.int64(54), np.int64(74), np.int64(80), np.int64(81)]"
159191044,5,"[np.int64(15), np.int64(16), np.int64(22), np.int64(49), np.int64(76)]"
